Holiday,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,PeriodOfDay,ForecastWindProduction,SystemLoadEA,SMPEA,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2
11,0,3,51,19,12,2013,23,1156.36,4948.83,50.3,3.0,16.7,398.88,854.0,4833.88
11,0,1,3,15,1,2013,19,48.9,5064.84,65.33,4.0,5.6,526.45,42.0,5112.05
11,0,1,19,8,5,2012,9,276.7,2637.23,51.23,7.0,9.3,547.24,160.0,2683.11
11,0,3,10,7,3,2013,37,956.2,5683.76,217.63,9.0,20.4,398.57,856.0,5340.94
11,0,5,30,28,7,2012,42,312.08,3446.94,54.7,13.0,18.5,477.0,416.0,3224.23
11,0,0,34,19,8,2013,44,176.77,3948.82,88.83,15.0,14.8,507.22,226.0,3812.15
11,0,1,49,4,12,2012,23,982.49,5226.64,66.9,5.0,31.5,479.07,699.0,4949.55
11,0,4,14,5,4,2013,6,294.2,3149.81,35.3,0.0,11.1,670.93,290.0,3142.02
11,0,6,50,16,12,2012,22,679.37,4323.29,61.29,8.0,22.2,548.94,781.0,4040.92
11,0,1,14,2,4,2013,3,1055.4,3591.3,39.74,4.0,29.6,531.65,836.0,3008.8
11,0,2,34,22,8,2012,47,243.3,3514.54,46.46,13.0,9.3,517.38,213.0,3155.94
11,0,1,51,18,12,2012,8,81.5,3297.63,40.96,5.0,7.4,666.33,52.0,3161.3
11,0,3,13,28,3,2013,37,921.8,5453.15,107.41,2.0,27.8,445.34,893.0,4920.49
11,0,0,51,19,12,2011,8,597.14,3355.05,30.43,5.0,11.1,403.15,715.0,2944.97
11,0,4,2,13,1,2012,18,152.8,4714.9,48.55,7.0,7.4,562.93,32.0,4894.93
11,0,1,12,20,3,2012,30,900.11,4640.35,48.16,10.0,29.6,511.67,773.0,4325.26
7,1,0,23,3,6,2013,38,26.53,3788.68,75.15,15.0,14.8,438.21,67.0,3821.15
7,1,0,23,3,6,2013,37,90.1,3849.52,75.24,16.0,14.8,446.69,71.0,3885.91
11,0,5,37,14,9,2013,30,13.64,3795.78,64.81,16.0,7.4,519.19,60.0,3680.24
11,0,1,49,4,12,2012,11,1084.99,3430.85,36.5,3.0,24.1,483.93,856.0,3002.32
11,0,3,3,17,1,2013,40,1368.94,5602.38,78.1,8.0,44.4,349.15,1488.0,4890.46
11,0,1,10,6,3,2012,4,298.14,3107.55,42.13,4.0,5.6,498.3,530.0,3010.62
11,0,4,45,9,11,2012,16,754.3,4296.78,52.36,10.0,18.5,534.83,681.0,4320.41
11,0,6,29,22,7,2012,0,655.8,3069.56,45.54,12.0,9.3,390.85,665.0,2682.52
11,0,4,9,1,3,2013,21,167.81,5182.89,80.72,5.0,18.5,476.31,161.0,4899.94
11,0,2,48,27,11,2013,19,148.98,5012.69,60.45,7.0,11.1,461.03,187.0,4872.14
11,0,1,3,17,1,2012,19,815.7,5084.58,50.3,9.0,24.1,390.58,981.0,4770.71
11,0,0,27,2,7,2012,28,84.95,4431.73,79.12,16.0,22.2,550.42,156.0,4413.9
11,0,1,6,5,2,2013,28,1408.33,5093.92,72.27,3.0,40.7,416.81,1369.0,4709.9
11,0,1,4,24,1,2012,0,709.0,3877.09,41.42,9.0,16.7,526.04,687.0,3544.07
11,0,1,19,7,5,2013,1,149.86,3032.96,65.43,10.0,13.0,466.51,218.0,2836.08
11,0,5,12,24,3,2012,20,1024.57,4181.28,44.72,12.0,31.5,349.48,990.0,3674.85
11,0,1,51,17,12,2013,16,696.02,4739.53,74.75,2.0,9.3,425.3,867.0,4655.05
11,0,4,37,13,9,2013,41,37.68,4487.02,82.09,12.0,7.4,476.03,62.0,4372.36
11,0,6,49,11,12,2011,46,1117.22,3820.97,43.93,3.0,29.6,470.69,813.0,3983.89
11,0,1,20,15,5,2012,39,396.63,4524.22,83.91,11.0,27.8,585.56,456.0,4060.47
11,0,2,46,13,11,2013,16,908.47,4527.26,73.12,6.0,13.0,309.03,921.0,4301.23
11,0,1,41,8,10,2013,29,161.0,4579.94,91.46,17.0,18.5,411.36,252.0,4339.32
11,0,3,11,15,3,2012,10,276.7,3051.86,41.71,7.0,3.7,537.54,275.0,2895.96
11,0,6,15,14,4,2013,16,1367.89,3110.06,58.08,9.0,27.8,338.45,1239.0,2650.46
11,0,4,43,26,10,2012,27,867.5,4690.54,54.04,8.0,33.3,491.24,691.0,4268.97
11,0,1,36,4,9,2012,22,274.72,4501.66,80.34,16.0,25.9,479.57,380.0,4229.18
6,1,5,13,30,3,2013,18,552.9,4072.58,65.11,3.0,20.4,563.76,441.0,3888.96
11,0,3,10,7,3,2013,22,1053.9,5117.27,62.74,8.0,31.5,386.42,945.0,4731.15
11,0,1,8,19,2,2013,30,503.4,5209.92,66.79,7.0,24.1,470.75,471.0,4600.85
11,0,4,9,1,3,2013,43,51.82,4878.43,52.42,4.0,18.5,487.41,84.0,4574.25
11,0,1,12,19,3,2013,39,275.0,5596.88,214.46,3.0,16.7,490.25,175.0,5421.27
11,0,4,36,7,9,2012,4,306.35,2783.07,47.81,11.0,11.1,529.52,325.0,2477.21
11,0,1,39,24,9,2013,46,65.8,3502.05,48.75,15.0,7.4,527.02,22.0,3477.68
11,0,4,30,27,7,2012,40,603.7,3925.23,45.87,15.0,27.8,498.64,525.0,3543.53
11,0,3,9,1,3,2012,41,87.19,5226.33,54.89,9.0,13.0,531.56,126.0,5006.65
11,0,6,9,4,3,2012,23,527.29,4132.96,44.61,6.0,27.8,515.31,579.0,3902.32
11,0,1,16,16,4,2013,21,1432.06,4595.25,49.32,10.0,27.8,428.72,1198.0,4687.95
11,0,4,50,13,12,2013,21,1327.05,4866.99,59.41,8.0,22.2,458.56,982.0,4316.25
11,0,1,1,3,1,2012,11,1076.6,2962.84,25.05,9.0,48.2,436.6,834.0,2733.07
11,0,1,9,28,2,2012,33,449.9,4796.69,50.04,9.0,16.7,509.64,221.0,4910.4
11,0,6,49,8,12,2013,23,1228.88,4292.38,63.41,11.0,25.9,364.84,1320.0,3783.85
11,0,3,40,3,10,2013,7,973.7,2619.72,40.46,16.0,24.1,375.36,877.0,2375.17
11,0,5,37,15,9,2012,3,318.6,2853.99,39.29,11.0,13.0,507.96,381.0,2518.49
0,1,0,32,5,8,2013,16,285.86,2998.51,52.48,12.0,38.9,557.98,277.0,2924.51
11,0,1,10,6,3,2012,38,1253.12,5551.47,80.39,10.0,27.8,426.63,1319.0,5081.3
11,0,2,20,16,5,2012,30,27.96,4359.47,73.33,11.0,14.8,550.88,85.0,4451.01
11,0,6,23,9,6,2013,47,285.08,3093.83,42.16,11.0,16.7,421.53,458.0,2810.12
11,0,1,49,4,12,2012,42,768.42,5374.52,68.78,4.0,31.5,467.84,748.0,4853.55
11,0,0,31,30,7,2012,24,106.4,4519.71,60.29,14.0,9.3,568.77,124.0,4288.45
11,0,3,33,16,8,2012,9,1156.3,2543.5,33.15,14.0,33.3,324.86,894.0,2132.76
11,0,5,28,14,7,2012,17,197.61,3294.82,45.16,11.0,29.6,622.47,229.0,3170.46
11,0,3,38,20,9,2012,41,188.83,4760.19,93.56,11.0,7.4,428.92,219.0,4660.9
11,0,1,26,25,6,2013,36,135.15,4439.1,55.72,14.0,9.3,460.49,198.0,4405.44
11,0,3,46,17,11,2011,6,457.58,2870.2,43.66,8.0,16.7,552.68,528.0,2857.7
11,0,3,45,7,11,2013,19,1089.33,4766.73,49.04,7.0,16.7,408.24,1013.0,4468.62
11,0,6,45,11,11,2012,28,91.33,4264.66,86.23,9.0,11.1,581.79,102.0,4119.71
11,0,2,38,19,9,2012,12,204.89,2837.58,40.15,8.0,9.3,566.9,211.0,2868.73
11,0,5,45,12,11,2011,47,1129.67,3935.4,44.78,13.0,37.0,377.8,1032.0,3328.86
11,0,1,39,25,9,2012,16,770.2,4264.8,81.72,8.0,20.4,497.56,801.0,4025.53
11,0,3,48,29,11,2012,13,43.35,3627.51,51.21,2.0,9.3,653.8,37.0,3809.12
11,0,0,51,19,12,2011,23,873.99,5519.6,47.7,10.0,18.5,471.69,766.0,5001.87
11,0,1,47,20,11,2012,40,620.31,5238.42,138.06,6.0,11.1,511.58,511.0,4874.21
11,0,0,51,16,12,2013,43,488.79,4702.76,66.94,5.0,7.4,411.72,394.0,4711.52
11,0,0,33,12,8,2013,44,170.1,3975.96,79.13,13.0,14.8,492.64,235.0,3732.1
11,0,6,50,16,12,2012,1,646.62,3909.06,42.42,5.0,14.8,566.83,610.0,3447.25
11,0,5,31,4,8,2012,20,228.5,3753.49,60.58,13.0,16.7,535.52,425.0,3605.09
11,0,3,21,24,5,2012,24,110.2,4546.47,60.09,17.0,9.3,545.53,71.0,4493.9
11,0,0,7,11,2,2013,42,278.8,5110.27,56.48,5.0,13.0,430.82,338.0,4861.65
11,0,3,51,20,12,2012,11,164.8,3300.54,42.21,7.0,5.6,573.39,134.0,3058.14
11,0,3,19,9,5,2013,16,905.0,4327.74,59.8,8.0,48.2,395.99,1025.0,4000.49
11,0,3,32,8,8,2013,45,448.62,3636.68,52.5,15.0,14.8,397.47,568.0,3464.97
11,0,1,24,12,6,2012,6,198.1,2625.68,37.13,10.0,16.7,595.45,140.0,2661.54
11,0,1,23,4,6,2013,7,79.93,2455.32,50.24,10.0,9.3,531.87,261.0,2381.48
11,0,3,43,24,10,2013,6,227.3,2794.29,30.79,11.0,9.3,462.57,173.0,2699.67
11,0,2,48,27,11,2013,3,243.36,3346.97,48.12,5.0,11.1,501.81,308.0,3172.66
11,0,4,48,2,12,2011,8,341.1,3117.07,28.69,4.0,18.5,566.42,312.0,3035.05
11,0,0,35,26,8,2013,10,82.1,2473.02,47.8,13.0,14.8,575.6,41.0,2462.9
11,0,2,22,30,5,2012,22,88.3,4551.14,91.94,14.0,9.3,531.3,23.0,4492.13
11,0,1,34,21,8,2012,42,589.3,4090.2,56.53,13.0,14.8,471.07,438.0,4014.79
11,0,2,5,30,1,2013,13,1428.35,3906.03,33.51,6.0,25.9,381.84,1291.0,3365.16
11,0,6,4,29,1,2012,26,211.1,4609.36,45.11,9.0,13.0,580.98,128.0,4744.77
11,0,0,51,16,12,2013,32,661.07,5200.55,69.57,5.0,9.3,395.72,708.0,5208.0
11,0,6,28,14,7,2013,6,77.0,2507.8,42.02,16.0,11.1,731.39,5.0,2460.48
11,0,5,49,7,12,2013,45,764.11,3987.62,52.66,8.0,18.5,439.05,740.0,3657.75
11,0,0,31,29,7,2013,20,308.78,4379.25,115.49,18.0,25.9,445.95,301.0,4163.17
11,0,4,16,20,4,2012,8,146.39,2836.76,55.53,4.0,5.6,699.76,163.0,2785.05
11,0,5,42,19,10,2013,36,646.5,4431.64,74.02,14.0,16.7,405.69,516.0,4227.84
11,0,2,42,16,10,2013,2,911.5,2989.76,35.97,11.0,33.3,355.21,884.0,2711.43
11,0,2,39,26,9,2012,22,1042.6,4656.77,72.53,12.0,33.3,383.65,1272.0,4252.05
11,0,1,37,11,9,2012,43,504.0,4460.6,80.66,10.0,9.3,429.47,336.0,3559.15
7,1,0,23,3,6,2013,15,57.2,3072.01,68.26,13.0,9.3,643.65,17.0,2986.48
11,0,6,19,12,5,2013,10,384.38,2509.89,41.02,8.0,14.8,471.16,460.0,2441.21
11,0,0,48,28,11,2011,33,1225.66,5590.87,86.38,12.0,33.3,410.91,1125.0,5193.04
11,0,2,13,27,3,2013,32,367.83,5143.16,109.56,3.0,18.5,478.98,226.0,5039.14
11,0,0,37,9,9,2013,31,292.2,4486.89,110.44,16.0,14.8,422.93,400.0,4204.54
11,0,1,29,16,7,2013,33,100.17,4415.7,67.48,22.0,16.7,438.31,108.0,4347.62
11,0,6,39,30,9,2012,2,1207.8,3016.46,47.16,13.0,35.2,331.66,1033.0,2478.19
11,0,1,17,23,4,2013,6,759.8,2962.87,38.19,10.0,13.0,377.3,427.0,2089.86
11,0,5,24,15,6,2013,21,792.67,3933.75,104.74,13.0,31.5,393.11,933.0,3640.72
11,0,5,49,8,12,2012,5,131.83,3386.42,63.21,4.0,20.4,665.47,239.0,3238.99
11,0,2,32,7,8,2013,23,3.75,4372.28,99.05,18.0,13.0,473.42,18.0,4376.37
11,0,5,49,7,12,2013,37,644.81,5222.64,195.82,8.0,14.8,391.6,642.0,4864.45
11,0,4,20,17,5,2013,40,273.86,3976.3,60.54,11.0,11.1,306.77,240.0,3866.89
11,0,0,45,4,11,2013,14,147.93,3754.39,39.27,3.0,14.8,517.76,158.0,3795.56
11,0,1,31,30,7,2013,12,285.6,2706.08,41.55,11.0,7.4,565.01,211.0,2522.43
11,0,4,34,24,8,2012,26,284.23,4456.57,64.82,15.0,20.4,448.27,381.0,4371.09
11,0,3,34,23,8,2012,16,276.3,3796.81,61.95,12.0,9.3,551.9,165.0,3853.1
11,0,5,35,31,8,2013,5,345.47,2570.67,44.23,10.0,18.5,493.58,443.0,2337.62
11,0,0,40,30,9,2013,3,561.1,2645.46,43.4,14.0,16.7,464.37,580.0,2373.37
11,0,3,51,20,12,2012,16,132.9,5030.7,63.13,7.0,7.4,496.25,132.0,4698.84
11,0,4,50,13,12,2013,13,1279.17,3547.6,34.52,10.0,24.1,431.68,1285.0,3106.36
11,0,6,16,21,4,2013,33,850.9,3951.03,70.28,11.0,27.8,303.63,740.0,2980.87
11,0,6,29,21,7,2013,4,265.1,2634.24,38.62,17.0,13.0,523.11,305.0,2479.34
11,0,1,41,9,10,2012,17,128.32,4501.22,73.69,11.0,16.7,520.22,252.0,4466.48
11,0,1,49,4,12,2012,47,781.73,4391.86,50.81,4.0,18.5,482.59,779.0,3780.41
11,0,1,3,15,1,2013,26,51.15,5152.87,66.84,6.0,5.6,526.67,54.0,5113.92
11,0,3,3,19,1,2012,44,1336.43,4766.5,41.08,6.0,22.2,412.06,1248.0,4157.59
11,0,3,44,1,11,2012,28,691.25,4831.39,64.46,7.0,31.5,446.38,858.0,4470.31
11,0,0,17,23,4,2012,23,269.6,4731.86,95.38,9.0,29.6,529.73,355.0,4667.46
11,0,3,51,22,12,2011,14,917.76,4141.84,43.29,10.0,14.8,463.55,870.0,3703.96
11,0,3,11,15,3,2012,22,310.4,4858.64,50.68,10.0,16.7,516.87,274.0,4666.76
11,0,0,42,14,10,2013,34,103.2,4965.99,57.18,11.0,7.4,395.75,142.0,4710.69
11,0,2,30,25,7,2012,39,77.8,4155.32,50.14,17.0,7.4,618.47,69.0,3925.9
11,0,3,15,11,4,2013,35,231.0,5029.25,95.25,11.0,22.2,466.69,205.0,4984.85
11,0,1,50,11,12,2012,28,891.0,5387.13,64.16,7.0,33.3,511.92,745.0,4917.45
11,0,0,31,29,7,2013,19,282.79,4271.25,119.46,17.0,18.5,449.66,268.0,4108.03
11,0,0,5,28,1,2013,23,1359.39,5373.62,67.37,9.0,57.4,417.4,1255.0,4860.89
11,0,5,11,17,3,2012,36,137.42,4318.47,50.55,7.0,18.5,592.37,184.0,4043.06
11,0,6,17,29,4,2012,25,1153.17,4176.61,74.04,8.0,48.2,358.32,1381.0,3726.69
11,0,3,23,6,6,2013,21,64.11,4521.09,96.67,15.0,18.5,430.25,88.0,4383.73
11,0,0,8,18,2,2013,9,1227.6,3035.25,81.13,7.0,27.8,426.33,1030.0,2661.14
11,0,4,6,8,2,2013,12,794.4,3477.72,38.78,5.0,16.7,507.18,683.0,3277.0
11,0,6,41,13,10,2013,21,85.6,3795.33,100.93,11.0,11.1,431.57,62.0,3775.73
11,0,1,24,12,6,2012,44,319.7,3954.27,44.65,11.0,20.4,562.6,264.0,3812.6
11,0,6,19,13,5,2012,30,1311.84,3785.9,85.01,13.0,35.2,320.89,1144.0,3187.43
11,0,5,6,11,2,2012,32,154.6,4691.99,60.93,7.0,16.7,571.43,73.0,4395.87
11,0,1,36,4,9,2012,6,275.76,2552.28,42.1,15.0,9.3,524.72,293.0,2399.8
11,0,2,2,11,1,2012,11,313.54,3290.74,39.89,9.0,16.7,517.02,358.0,3151.34
11,0,4,52,30,12,2011,4,298.19,3425.88,44.1,7.0,11.1,420.06,570.0,2920.82
11,0,0,35,27,8,2012,11,1006.69,2557.48,39.57,16.0,27.8,404.49,941.0,2165.72
11,0,3,40,4,10,2012,23,342.5,4615.61,77.01,12.0,16.7,554.56,237.0,4501.96
11,0,3,1,5,1,2012,23,1400.1,5230.74,44.93,9.0,51.9,352.99,1321.0,4751.78
11,0,3,13,29,3,2012,45,151.25,4145.42,57.28,11.0,13.0,532.0,238.0,3802.87
11,0,1,36,3,9,2013,3,166.36,2777.98,59.51,12.0,5.6,523.44,238.0,2568.85
11,0,6,19,13,5,2012,40,1233.8,3827.02,85.01,9.0,29.6,295.68,1225.0,3286.67
11,0,1,44,29,10,2013,39,331.37,5091.32,151.72,7.0,11.1,445.05,318.0,4955.9
11,0,4,24,15,6,2012,34,759.05,4490.06,142.66,13.0,29.6,438.53,799.0,4235.17
11,0,0,6,6,2,2012,9,130.1,3008.48,89.39,9.0,14.8,578.04,198.0,3069.65
11,0,1,1,3,1,2012,25,1054.0,4885.62,48.32,6.0,31.5,432.32,1269.0,4818.72
11,0,5,32,10,8,2013,24,129.04,3877.5,66.04,17.0,11.1,472.62,118.0,3876.03
11,0,4,23,8,6,2012,3,881.58,2903.16,37.03,11.0,38.9,429.7,717.0,2578.87
11,0,6,33,19,8,2012,9,279.45,2414.1,42.57,15.0,13.0,507.02,358.0,2225.21
11,0,2,6,8,2,2012,42,924.5,5248.88,97.56,6.0,13.0,475.74,809.0,4839.99
11,0,1,31,30,7,2013,33,592.7,4482.54,71.49,20.0,24.1,477.84,529.0,4202.01
11,0,0,46,14,11,2011,25,634.31,5042.52,66.25,12.0,29.6,489.51,822.0,4540.46
11,0,0,16,16,4,2012,41,1035.7,4660.46,48.34,9.0,24.1,447.44,1120.0,4335.66
11,0,3,44,1,11,2012,20,392.38,4845.83,64.84,4.0,22.2,497.2,326.0,4632.35
11,0,0,2,7,1,2013,37,739.43,5658.58,123.39,10.0,27.8,470.05,783.0,5182.88
11,0,1,23,5,6,2012,14,308.6,3086.11,42.21,11.0,16.7,560.12,302.0,3007.52
11,0,5,33,18,8,2012,0,276.53,3117.66,45.47,15.0,13.0,466.86,288.0,2968.85
11,0,5,37,15,9,2012,36,544.9,4031.81,67.3,15.0,18.5,443.28,428.0,3879.09
11,0,4,24,15,6,2012,29,890.2,4386.61,45.16,12.0,37.0,401.64,840.0,4063.49
11,0,1,38,17,9,2013,7,613.5,2647.67,45.96,9.0,14.8,501.21,474.0,2383.83
11,0,3,24,13,6,2013,29,613.3,4405.72,60.57,16.0,24.1,406.62,775.0,4110.84
11,0,5,20,18,5,2013,46,194.82,3411.83,48.02,8.0,14.8,376.92,346.0,3358.59
11,0,3,39,26,9,2013,46,196.3,3606.3,48.02,13.0,18.5,538.26,264.0,3412.8
11,0,4,3,20,1,2012,7,1323.26,3291.21,25.23,8.0,27.8,303.24,1241.0,2716.29
11,0,5,50,14,12,2013,42,1267.27,4344.96,49.49,9.0,35.2,408.61,1497.0,3929.6
11,0,3,2,12,1,2012,21,320.1,5149.92,47.15,10.0,14.8,539.74,329.0,4886.27
11,0,4,3,18,1,2013,26,609.88,5128.96,75.17,8.0,18.5,445.12,597.0,4969.75
0,1,0,32,5,8,2013,32,492.08,3795.93,73.52,18.0,29.6,430.13,422.0,3498.99
11,0,4,27,5,7,2013,3,269.45,2879.08,60.41,10.0,7.4,540.89,382.0,2520.52
11,0,3,19,10,5,2012,42,370.29,4321.49,63.21,9.0,25.9,460.34,429.0,4432.3
11,0,6,1,8,1,2012,17,419.3,3217.01,40.03,10.0,7.4,511.83,495.0,2974.89
11,0,1,14,2,4,2013,6,1018.6,3390.85,39.74,3.0,29.6,529.3,789.0,2832.73
11,0,2,51,18,12,2013,0,1655.5,3730.91,32.54,9.0,42.6,375.56,1506.0,3303.92
11,0,2,9,27,2,2013,19,92.8,5152.12,65.26,4.0,14.8,486.38,74.0,5045.35
11,0,4,28,13,7,2012,1,149.2,3156.41,50.35,12.0,11.1,662.62,124.0,2831.4
11,0,6,49,11,12,2011,43,1090.03,4425.74,44.42,1.0,14.8,489.34,912.0,4324.11
11,0,3,51,19,12,2013,26,1203.73,4985.19,50.3,3.0,22.2,404.16,807.0,4719.0
11,0,3,10,8,3,2012,37,1010.18,5476.83,152.3,9.0,18.5,439.86,812.0,5160.14
11,0,3,24,14,6,2012,7,208.1,2532.11,37.54,9.0,7.4,620.8,192.0,2469.21
11,0,3,31,2,8,2012,43,431.08,4017.32,47.87,13.0,20.4,521.48,529.0,3839.17
11,0,6,49,9,12,2012,7,656.8,3198.9,37.83,5.0,5.6,500.2,587.0,2754.38
11,0,3,37,12,9,2013,34,468.32,4627.02,93.44,18.0,20.4,432.27,646.0,4520.36
11,0,4,34,24,8,2012,42,170.0,3902.19,47.86,15.0,5.6,455.33,189.0,4088.24
11,0,2,31,31,7,2013,32,704.7,4413.91,63.01,18.0,31.5,375.67,723.0,4159.05
11,0,5,32,10,8,2013,17,64.72,3218.3,45.03,14.0,3.7,469.02,44.0,3363.16
11,0,1,12,19,3,2013,14,435.0,3748.41,56.01,1.0,20.4,576.99,346.0,3801.85
11,0,4,28,13,7,2012,14,110.3,3131.8,43.99,13.0,16.7,648.04,167.0,3010.92
11,0,1,36,3,9,2013,24,239.69,4563.45,104.68,16.0,13.0,479.73,268.0,4280.45
3,1,6,14,8,4,2012,24,608.5,3875.11,59.08,11.0,16.7,475.21,581.0,3698.89
11,0,1,32,6,8,2013,25,127.9,4514.85,79.94,18.0,22.2,483.55,163.0,4297.34
11,0,4,48,30,11,2012,37,116.89,5827.5,102.88,5.0,14.8,518.78,130.0,5530.5
11,0,0,6,4,2,2013,13,1435.53,3646.74,33.36,7.0,24.1,334.31,1298.0,3215.33
11,0,3,39,26,9,2013,32,183.9,4623.18,62.72,16.0,13.0,484.94,182.0,4495.28
11,0,1,23,5,6,2012,1,349.3,2861.59,45.35,9.0,14.8,459.41,460.0,2642.46
11,0,4,46,18,11,2011,18,1151.75,4757.46,47.01,12.0,33.3,472.65,998.0,4425.64
11,0,1,12,20,3,2012,5,568.4,2971.61,47.02,9.0,14.8,467.43,541.0,2546.93
10,1,5,52,31,12,2011,38,1144.5,4682.14,59.24,10.0,22.2,427.5,1124.0,4613.86
11,0,6,6,12,2,2012,19,7.08,3768.26,54.27,7.0,11.1,641.2,14.0,3628.62
11,0,4,44,4,11,2011,18,104.08,4694.12,49.7,8.0,7.4,586.12,112.0,4586.37
11,0,4,24,15,6,2012,20,1116.31,4478.22,43.16,12.0,35.2,426.62,824.0,4103.47
11,0,1,18,30,4,2013,16,86.4,4401.17,54.83,5.0,16.7,522.61,55.0,4058.52
11,0,0,48,28,11,2011,13,1175.85,3408.52,38.42,9.0,22.2,387.56,923.0,2930.18
11,0,3,43,24,10,2013,26,649.5,4658.42,71.09,14.0,31.5,362.94,614.0,4510.61
11,0,6,13,1,4,2012,0,73.14,3362.95,50.21,8.0,11.1,556.98,62.0,3216.32
11,0,4,3,20,1,2012,29,1176.12,4859.73,41.49,10.0,20.4,441.44,1021.0,4397.53
11,0,4,17,27,4,2012,5,689.4,3001.43,40.47,5.0,24.1,514.41,682.0,2743.51
11,0,4,5,1,2,2013,35,1085.8,5574.6,103.15,6.0,33.3,442.28,987.0,5221.31
11,0,4,9,2,3,2012,46,1253.2,3985.92,54.28,9.0,40.7,383.87,1206.0,3640.44
11,0,0,51,16,12,2013,19,934.35,4784.19,53.38,4.0,13.0,421.83,687.0,4660.66
11,0,6,52,29,12,2013,30,1475.41,4178.42,51.89,9.0,37.0,256.39,1478.0,3875.91
11,0,5,2,14,1,2012,19,855.1,4025.4,42.21,7.0,31.5,508.02,825.0,4077.31
11,0,1,5,29,1,2013,32,1422.89,5579.51,65.84,9.0,27.8,429.88,1266.0,4765.52
11,0,4,48,30,11,2012,40,116.38,5532.48,96.0,4.0,13.0,508.09,188.0,5156.09
11,0,3,48,29,11,2012,6,48.16,3164.82,50.78,2.0,11.1,659.85,55.0,3224.59
8,1,0,19,6,5,2013,38,116.32,3958.55,90.69,10.0,18.5,454.25,117.0,3790.13
11,0,3,30,26,7,2012,12,89.0,2658.57,39.18,14.0,9.3,683.84,35.0,2631.44
11,0,0,38,17,9,2012,8,674.0,2442.63,38.17,9.0,13.0,383.65,635.0,2165.97
11,0,3,23,7,6,2012,42,802.44,4092.27,45.11,11.0,37.0,420.54,751.0,4002.59
2,1,5,51,24,12,2011,28,1214.6,4391.66,43.96,9.0,29.6,357.33,1417.0,3903.1
11,0,2,25,19,6,2013,2,150.14,2877.48,30.8,11.0,22.2,533.48,156.0,2761.12
11,0,0,39,24,9,2012,4,143.4,2575.98,38.45,9.0,11.1,527.54,193.0,2421.73
11,0,2,41,10,10,2012,2,58.06,3181.01,38.0,11.0,13.0,611.14,107.0,2999.37
11,0,4,1,6,1,2012,25,990.52,5369.88,51.56,10.0,20.4,437.68,762.0,4853.81
11,0,3,27,5,7,2012,36,79.0,4683.82,81.92,16.0,5.6,570.71,61.0,4453.78
11,0,4,44,4,11,2011,15,91.63,4253.77,47.38,7.0,11.1,644.11,101.0,3899.94
11,0,6,25,24,6,2012,12,237.2,2357.93,44.37,10.0,13.0,593.22,223.0,2261.48
11,0,6,45,13,11,2011,18,1260.96,3422.34,42.45,13.0,29.6,329.52,1017.0,2971.21
11,0,6,10,10,3,2013,5,1195.5,2954.23,42.76,7.0,37.0,448.84,1020.0,2742.61
11,0,6,21,27,5,2012,40,294.5,3690.18,73.68,12.0,16.7,522.56,164.0,3398.73
11,0,6,5,3,2,2013,45,1428.24,4063.46,53.8,10.0,22.2,307.31,1202.0,3419.91
11,0,2,24,12,6,2013,37,402.2,4323.21,55.5,13.0,25.9,449.84,172.0,4359.81
11,0,4,9,1,3,2013,17,125.84,4835.14,57.28,3.0,14.8,508.64,149.0,4675.11
11,0,1,6,7,2,2012,19,280.48,5115.66,71.22,7.0,14.8,549.13,457.0,4824.65
11,0,4,26,28,6,2013,1,446.03,2992.5,37.49,13.0,20.4,441.07,443.0,2834.14
11,0,0,35,27,8,2012,16,746.51,3566.22,46.47,16.0,24.1,375.41,810.0,3351.31
11,0,2,27,3,7,2013,4,464.74,2674.06,38.3,12.0,13.0,510.49,530.0,2506.79
11,0,5,1,5,1,2013,14,1140.4,3023.17,35.95,10.0,25.9,419.48,898.0,2741.42
11,0,6,13,1,4,2012,5,36.56,2878.64,48.83,8.0,11.1,569.11,36.0,2746.51
11,0,2,42,17,10,2012,17,892.2,4677.8,55.24,9.0,24.1,522.42,551.0,4396.69
11,0,6,1,6,1,2013,29,660.46,4198.63,61.62,10.0,24.1,407.37,820.0,3972.96
11,0,3,5,2,2,2012,45,583.0,4429.96,46.49,1.0,14.8,504.84,572.0,4381.81
11,0,1,3,17,1,2012,18,816.8,4967.46,46.99,8.0,22.2,391.27,962.0,4698.9
11,0,5,16,20,4,2013,15,341.24,3218.25,47.34,5.0,7.4,564.02,290.0,3138.11
11,0,1,32,6,8,2013,21,127.3,4405.33,80.4,16.0,14.8,481.89,77.0,4219.13
11,0,4,32,9,8,2013,10,430.25,2486.3,33.44,12.0,11.1,492.42,437.0,2424.04
11,0,3,17,25,4,2013,12,125.16,3154.55,49.44,10.0,14.8,653.26,84.0,2982.73
11,0,2,28,10,7,2013,10,52.19,2535.35,31.79,18.0,7.4,580.4,42.0,2515.33
11,0,5,4,26,1,2013,41,1416.39,4795.65,55.57,10.0,42.6,343.13,1331.0,4159.76
11,0,6,51,23,12,2012,46,421.86,4060.6,61.26,9.0,20.4,481.03,675.0,3715.32
11,0,2,22,30,5,2012,38,171.5,4387.3,62.1,14.0,24.1,509.59,134.0,4150.15
11,0,6,52,30,12,2012,32,1445.2,4039.38,62.08,10.0,33.3,343.31,1247.0,3988.67
